#,Campaign,Industry,Location,ICP / Persona,Trigger (why now),List Logic (filters),Pain Logic (surface / business / personal),Offer Logic (dream / mechanism / guarantee / packaging),Personalization Logic,Copy Angle (subject + opener),Variables,Guarantee,Tier
1,Post-raise SaaS pipeline,B2B SaaS,United States,VP / Head of Sales,Raised Series A in last 12mo AND 2+ open AE roles,"SaaS, 30-150 emp, $3-20M ARR, Series A <18mo, Outreach/Salesloft, hiring AEs; DQ <$2M ARR / services / >500 HC","Surface: slow ramp, inconsistent pipeline. Business: burning runway on unproductive function. Personal: board expects raise to become pipeline this quarter","Dream: 30 qualified meetings/qtr. Mechanism: DFY outbound engine. Guarantee: pay-per-meeting after pilot. Packaging: hybrid retainer + per-meeting",1:few by funding_stage + role_count,"Subj 'val' 2 AE roles | Opener: Saw {{company}} is hiring {{role_count}} AEs after the {{funding_stage}}-usually means pipeline must scale faster than ramp allows",{{first_name}} {{company}} {{funding_stage}} {{role_count}} {{similar_company}} {{proof_metric}},Pay-per-meeting,Tier 2
2,Seed dev-tools founder GTM,Developer tools / DevOps SaaS,United States,Founder / CEO,Raised seed in last 9mo, still founder-led sales,"Dev-tools/infra SaaS, 5-30 HC, seed, GitHub/Product Hunt presence, no VP Sales; DQ has full sales team","Surface: founder doing all outbound. Business: growth capped by founder calendar. Personal: needs traction to raise the A, can't be bottleneck","Dream: repeatable pipeline without SDR team. Mechanism: outsourced outbound engine. Guarantee: 4-wk paid pilot w/ meeting target. Packaging: pilot to retainer",1:1 referencing recent_event + tech_signal,"Subj founder-led outbound | Opener: Congrats on the {{recent_event}}-most seed dev-tools founders are still the entire sales team, which caps growth at their calendar",{{first_name}} {{company}} {{recent_event}} {{tech_signal}} {{similar_company}},Paid pilot,Tier 1
3,B2B payments expansion,Fintech (payments / embedded finance),United Kingdom,Head of Growth / Commercial Director,New market launch or FCA authorization announced,"Fintech, 50-300 HC, B2B/embedded, FCA-regulated, recently expanded; DQ consumer-only neobanks; GDPR legitimate-interest","Surface: new product/region, thin pipeline. Business: high CAC, long enterprise cycles. Personal: must prove new line lands fast","Dream: qualified pipeline into new segment in 90 days. Mechanism: targeted outbound to ICP accounts. Guarantee: performance floor. Packaging: retainer + bonus",1:few by recent_event,"Subj {{company}} + {{recent_event}} | Opener (UK understated): Noticed {{company}} recently {{trigger_detail}}-often the new line needs pipeline before the team's built to create it",{{first_name}} {{company}} {{recent_event}} {{trigger_detail}} {{similar_company}},Performance floor,Tier 2
4,Cybersecurity demand-gen rescue,Cybersecurity vendors,United States,CMO / Head of Demand Gen,Hiring demand-gen/SDRs OR flat HC after a raise,"Cybersecurity SaaS, 50-500 HC, Series A-C, sells to CISOs, 6sense/Demandbase; DQ pre-product","Surface: crowded category, hard to book CISO meetings. Business: rising CAC, short pipeline coverage. Personal: CMO accountable for pipeline to CRO/board","Dream: net-new CISO meetings without ad inflation. Mechanism: signal-led outbound to security buyers. Guarantee: pay-per-qualified-meeting. Packaging: performance",1:few by competitor displacement,"Subj CISO meetings | Opener: Booking time with CISOs is brutal-most {{niche}} vendors lean on events and ads while outbound to the actual buyer goes untouched",{{first_name}} {{company}} {{niche}} {{competitor}} {{proof_metric}},Pay-per-meeting,Tier 2
5,Referral-dependent agency growth,Marketing / creative / digital agencies,United Kingdom,Founder / Owner / MD,Lumpy growth: small team, strong portfolio, no outbound,"Agencies (mktg/dev/design), 5-50 HC, owner-led, active Clutch/portfolio; DQ lead-gen agencies","Surface: clients only from referrals. Business: lumpy revenue, can't forecast. Personal: owner stressed by feast/famine, can't plan hiring","Dream: 5-10 booked calls/mo with ideal clients. Mechanism: DFY outbound. Guarantee: calls or you don't pay. Packaging: retainer + DFY",1:few by niche (agency specialism),"Subj booked calls for {{company}} | Opener: Most {{niche}} agencies are great at the work but rely on referrals for new business, so growth is lumpy",{{first_name}} {{company}} {{niche}} {{similar_company}},Calls-or-free,Tier 2
6,Staffing firm dual-sided lead-gen,Recruiting / staffing firms,United States,Founder / Director of Business Development,Posting own roles / expanding desks,"Staffing firms, 10-100 HC, niche verticals (tech/healthcare/light industrial), Bullhorn; DQ RPO giants","Surface: need more client companies not candidates. Business: margin tied to filled reqs, manual client acq. Personal: BD lead carries new-logo number","Dream: steady flow of hiring-company meetings. Mechanism: outbound to companies w/ hiring signals in niche. Guarantee: performance floor. Packaging: hybrid",1:few by niche desk,"Subj new client desks | Opener: You place {{niche}} talent well-the harder part is a steady stream of hiring companies to place them into",{{first_name}} {{company}} {{niche}} {{tool_in_use}} {{proof_metric}},Performance floor,Tier 2
7,DTC rising-CAC diversification,Ecommerce / DTC (Shopify Plus),United States,Head of Growth / CMO / Founder,Shopify Plus + heavy paid-social (Meta pixel),"DTC brands, $5-50M rev, Shopify Plus, runs Meta/Google ads, 20-150 HC; DQ pure marketplace sellers","Surface: paid CAC climbing. Business: margins squeezed, single-channel growth. Personal: Head of Growth needs non-paid channel to hit targets","Dream: wholesale/retail-partner pipeline as 2nd channel. Mechanism: outbound to buyers/retail partners. Guarantee: pilot w/ meeting target. Packaging: retainer",1:few by tech_signal (Shopify Plus) + category,"Subj beyond paid | Opener: With CAC where it is, most {{niche}} brands on Shopify Plus are over-reliant on paid-wholesale/retail outbound is the quiet second channel",{{first_name}} {{company}} {{niche}} {{tech_signal}} {{similar_company}},Pilot,Tier 2
8,Industrial OEM distributor break-out,Manufacturing / industrial OEM,DACH (DE/AT/CH),Vertriebsleiter / VP Sales,Trade-show attendance / new product line / export push,"Industrial mfrs/OEMs, 50-1000 HC, distributor-reliant, exhibiting at sector shows; DQ pure consumer goods; GDPR, formal German","Surface: sales only via legacy distributors. Business: no direct pipeline, margin lost to channel, slow market entry. Personal: judged on direct/new-market growth","Dream: direct qualified pipeline into target accounts/regions. Mechanism: outbound to procurement/engineering buyers. Guarantee: pilot. Packaging: retainer",1:few by recent_event (Messe) - formal proof-led,"Subj Direktvertrieb {{company}} | Opener (formal): Viele {{niche}}-Hersteller verkaufen fast ausschliesslich ueber Distributoren-direkter Vertrieb in neue Maerkte bleibt liegen",{{first_name}} {{company}} {{niche}} {{recent_event}} {{proof_metric}},Pilot,Tier 2
9,Freight forwarder new-lane fill,Logistics / freight forwarding / 3PL,United States,Sales Director / VP Commercial,New lane/warehouse/service announced,"Freight forwarders/3PLs, 50-500 HC, regional, recently expanded capacity; DQ asset-light brokers <10 HC","Surface: empty capacity on new lanes. Business: fixed cost, utilization drives margin. Personal: must fill capacity fast or it bleeds","Dream: shippers booked onto new lanes. Mechanism: outbound to shipping/supply-chain managers. Guarantee: performance floor. Packaging: hybrid",1:few by lane/region location_city,"Subj {{location_city}} capacity | Opener: Saw {{company}} added {{trigger_detail}}-new capacity is great until it's sitting empty while utilization decides the margin",{{first_name}} {{company}} {{trigger_detail}} {{location_city}} {{proof_metric}},Performance floor,Tier 2
10,Health-tech long-cycle pipeline,Healthcare SaaS / health-tech,United States,VP Sales / Chief Commercial Officer,Raised round / hiring enterprise AEs,"Health-tech SaaS, 50-300 HC, Series B+, sells to providers/payers, HIPAA-aware; DQ consumer wellness apps","Surface: long cycles, hard to reach clinical/admin buyers. Business: thin pipeline coverage vs quota. Personal: VP needs predictable top-of-funnel to forecast","Dream: consistent meetings with provider/payer buyers. Mechanism: compliant role-specific outbound. Guarantee: pay-per-qualified-meeting. Packaging: performance",1:few by buyer type (clinical/admin/payer),"Subj provider meetings | Opener: Selling into health systems means cycles measured in quarters-most {{niche}} teams under-invest in the top of funnel because of it",{{first_name}} {{company}} {{niche}} {{similar_company}} {{proof_metric}},Pay-per-meeting,Tier 2
